Title,Description,Expiration Date,year
"Pseudo-Noise Code Modulation using Return to Zero pulses for Ranging, Altimetry and Communications","Pseudo-Noise Code Modulation using Return to Zero pulses for Ranging, Altimetry and Communications",2028-01-01,2028
A Software Platform For Post-Processing Waveform-Based NDE,A Software Platform For Post-Processing Waveform-Based NDE,2028-01-01,2028
Space Radiation Detector with Spherical Geometry,Space Radiation Detector with Spherical Geometry,2028-01-01,2028
Thin-Film Sensor For Measuring Liquid-Level And Temperature Having No Electrical Connections,Thin-Film Sensor For Measuring Liquid-Level And Temperature Having No Electrical Connections,2028-01-01,2028
A Byzantine-Fault Tolerant Self-Stabilizing Protocol for Distributed Clock Synchronization Systems,A Byzantine-Fault Tolerant Self-Stabilizing Protocol for Distributed Clock Synchronization Systems,2028-01-01,2028
Relative Spacecraft Navigation using Reflected GPS Signals,Relative Spacecraft Navigation using Reflected GPS Signals,2028-01-01,2028
Orbital Foamed Metal Extruder,Orbital Foamed Metal Extruder,2028-01-01,2028
Improvements to the Walk and Roll Robot,Improvements to the Walk and Roll Robot,2028-01-01,2028
Method of Depositing Metals onto Carbon Allotropes and Compositions Therefrom,Method of Depositing Metals onto Carbon Allotropes and Compositions Therefrom,2028-01-01,2028
Orbital Batch Process Foamed Aluminum Facility,Orbital Batch Process Foamed Aluminum Facility,2028-01-01,2028
Low Cost TDRSS Tranceiver (LCT2),Low Cost TDRSS Tranceiver (LCT2),2028-01-01,2028
IMPROVED PROCESS FOR USING SURFACE STRAIN MEASUREMENTS TO OBTAIN OPERATIONAL LOADS FOR COMPLEX STRUCTURES,IMPROVED PROCESS FOR USING SURFACE STRAIN MEASUREMENTS TO OBTAIN OPERATIONAL LOADS FOR COMPLEX STRUCTURES,2028-01-01,2028
Wet Active Chevron Nozzle For Controllable Jet Noise Reduction,Wet Active Chevron Nozzle For Controllable Jet Noise Reduction,2028-01-01,2028
Method To Prepare Hybrid Metal/Composite Laminates By Resin Infusion,Method To Prepare Hybrid Metal/Composite Laminates By Resin Infusion,2028-01-01,2028
Blocking Contacts For N-Type Cadmium Zinc Cadmium Zinc Telluride (CdZnTe),Blocking Contacts For N-Type Cadmium Zinc Cadmium Zinc Telluride (CdZnTe),2028-01-01,2028
Spatial Standard Observer,Spatial Standard Observer,2028-01-01,2028
Visual Signal Sensor Organ Replacement: Implementation,Visual Signal Sensor Organ Replacement: Implementation,2028-01-01,2028
Sensing/Actuating Materials Made From Carbon Nanotube Polymer Composites And Methods For Making Same,Sensing/Actuating Materials Made From Carbon Nanotube Polymer Composites And Methods For Making Same,2028-01-01,2028
Sensing the Tendon Tension through the Conduit Reaction Forces,Sensing the Tendon Tension through the Conduit Reaction Forces,2028-01-01,2028
Nanotechnology Sensors For Determination Of Chemical Substances In An Oil Reservoir,Nanotechnology Sensors For Determination Of Chemical Substances In An Oil Reservoir,2028-01-01,2028
Non-Pyrotechnic Zero-Leak Normally-Closed Valve,Non-Pyrotechnic Zero-Leak Normally-Closed Valve,2028-01-01,2028
Artificial Intelligence Algorithm For Assessing Postural Stability During Normal Daily Activities Using Shoe Insert Pressure Sensors,Artificial Intelligence Algorithm For Assessing Postural Stability During Normal Daily Activities Using Shoe Insert Pressure Sensors,2028-01-01,2028
INTERFEROMETRIC POLARIZATION CONTROL,INTERFEROMETRIC POLARIZATION CONTROL,2028-01-01,2028
INTERFEROMETRIC POLARIZATION CONTROL,INTERFEROMETRIC POLARIZATION CONTROL,2028-01-01,2028
Fabrication of Nanovoid-imbedded Bismuth Telluride with Low Dimensional System,Fabrication of Nanovoid-imbedded Bismuth Telluride with Low Dimensional System,2028-01-01,2028
Applications Of Twin-Detection XRD Methods On SiGe (111) Layers On Sapphire (0001) Substrate,Applications Of Twin-Detection XRD Methods On SiGe (111) Layers On Sapphire (0001) Substrate,2028-01-01,2028
Electronic Firefighter Escape Trail,Electronic Firefighter Escape Trail,2028-01-01,2028
Nanoencapsulated Aerogels Produced By Monomer Vapor Deposition And Polymerization,Nanoencapsulated Aerogels Produced By Monomer Vapor Deposition And Polymerization,2028-01-01,2028
Joint Space Impedance Control for Tendon-Driven Manipulators,Joint Space Impedance Control for Tendon-Driven Manipulators,2028-01-01,2028
X-ray Diffraction Wafer Mapping Method for Rhombohedral Super-Hetero-Epitaxy,X-ray Diffraction Wafer Mapping Method for Rhombohedral Super-Hetero-Epitaxy,2028-01-01,2028
Air Coupled Acoustic Thermography Nondestructive Evaluation System And Method,Air Coupled Acoustic Thermography Nondestructive Evaluation System And Method,2028-01-01,2028
Spaceflight Ka-Band High Rate Rad Hard Modulator,Spaceflight Ka-Band High Rate Rad Hard Modulator,2028-01-01,2028
Micro-LiDAR For In-Flight Flow Velocimetry And Boundary Layer Control,Micro-LiDAR For In-Flight Flow Velocimetry And Boundary Layer Control,2028-01-01,2028
PHALANGE TACTILE LOAD CELL,PHALANGE TACTILE LOAD CELL,2028-01-01,2028
Novel Grazing Incidence Neutron Optics,Novel Grazing Incidence Neutron Optics,2028-01-01,2028
IMPROVED RAM BOOSTER,IMPROVED RAM BOOSTER,2028-01-01,2028
Advanced Thermo-Electric Materials with Nano-Voids,Advanced Thermo-Electric Materials with Nano-Voids,2028-01-01,2028
X-38 Advanced Sublimator,X-38 Advanced Sublimator,2028-01-01,2028
"High Resolution, Continuous Field of View, Non-Rotating Imaging Sensor Head","High Resolution, Continuous Field of View, Non-Rotating Imaging Sensor Head",2028-01-01,2028
Innovative Structural Design And Materials For Transmission To And Protection Of Ultraviolet And Infrared Radiation Sensors,Innovative Structural Design And Materials For Transmission To And Protection Of Ultraviolet And Infrared Radiation Sensors,2028-01-01,2028
Network System Plug And Play Through Positional And Functional Connectivity Identification,Network System Plug And Play Through Positional And Functional Connectivity Identification,2028-01-01,2028
Novel Grazing Incidence Neutron Optics,Novel Grazing Incidence Neutron Optics,2028-01-01,2028
Liquid Propellant Injection Elements with Self-Adjusted Inlet Area for Rocket and Other Combustor-Type Engines Applications,Liquid Propellant Injection Elements with Self-Adjusted Inlet Area for Rocket and Other Combustor-Type Engines Applications,2028-01-01,2028
Light Direction Sensor,Light Direction Sensor,2029-01-01,2029
Self-Regulating Control of Parasitic Electric Loads in Fuel Cell Power Systems,Self-Regulating Control of Parasitic Electric Loads in Fuel Cell Power Systems,2029-01-01,2029
"Inexpensive, Rate Insensitive, Linear, Load Compensating System for Hybrid Stepper Motors","Inexpensive, Rate Insensitive, Linear, Load Compensating System for Hybrid Stepper Motors",2029-01-01,2029
Programmable Smart Grating Device With Quantum Aperture Array,Programmable Smart Grating Device With Quantum Aperture Array,2029-01-01,2029
"Advancd Lightweight, High-Strength Electrochemical Cell Design and Structures","Advancd Lightweight, High-Strength Electrochemical Cell Design and Structures",2029-01-01,2029
External Magnetic Field Reduction Techniquie For Advanced Stirling Radioisotope Generator,External Magnetic Field Reduction Techniquie For Advanced Stirling Radioisotope Generator,2029-01-01,2029
External Magnetic Field Reduction Techniquie For Advanced Stirling Radioisotope Generator,External Magnetic Field Reduction Techniquie For Advanced Stirling Radioisotope Generator,2029-01-01,2029
SWARM AUTONOMIC AGENTS WITH SELF-DESTRUCT CAPABILITY,SWARM AUTONOMIC AGENTS WITH SELF-DESTRUCT CAPABILITY,2029-01-01,2029
Composite Pressure Vessel Including Crack Arresting Barrier,Composite Pressure Vessel Including Crack Arresting Barrier,2029-01-01,2029
Offset Compound Gear Inline Two-Speed Drive,Offset Compound Gear Inline Two-Speed Drive,2029-01-01,2029
"Method And System For Training Psychophysiological Skills Conducive To Optimal Performance Through Perturbation Of Training Tasks, Environments And Devices","Method And System For Training Psychophysiological Skills Conducive To Optimal Performance Through Perturbation Of Training Tasks, Environments And Devices",2029-01-01,2029
Patterning packing materials for Fluidic Channels,Patterning packing materials for Fluidic Channels,2029-01-01,2029
Precise delay measurement circuit on FPGAs,Precise delay measurement circuit on FPGAs,2029-01-01,2029
Dusty Plasma Thruster,Dusty Plasma Thruster,2029-01-01,2029
Ball Bearings Comprising Nickel-Titanium And Methods Of Manufacture Thereof,Ball Bearings Comprising Nickel-Titanium And Methods Of Manufacture Thereof,2029-01-01,2029
Method and Circuit for In-Situ Health Monitoring of Solar Cells in Space,Method and Circuit for In-Situ Health Monitoring of Solar Cells in Space,2029-01-01,2029
Optical Data Storage System with Micro Zone Plate,Optical Data Storage System with Micro Zone Plate,2029-01-01,2029
Addendum of Self-Aligned Ion Implant to Design and Processing of SiC High Temperature Transistors for Durable Operation Above 400 C,Addendum of Self-Aligned Ion Implant to Design and Processing of SiC High Temperature Transistors for Durable Operation Above 400 C,2029-01-01,2029
Method Of Simulating Flow-Through Area Of A Pressure Regulator,Method Of Simulating Flow-Through Area Of A Pressure Regulator,2029-01-01,2029
Joining Metallic To Composite Components,Joining Metallic To Composite Components,2029-01-01,2029
"A Description Of An Improved Method For Folding, Assembling, And Weight Relief Of An Inflatable Shell","A Description Of An Improved Method For Folding, Assembling, And Weight Relief Of An Inflatable Shell",2029-01-01,2029
"Plasmoid Thruster for Electrode-less, High Specific Impulse Propulsion","Plasmoid Thruster for Electrode-less, High Specific Impulse Propulsion",2029-01-01,2029
Sol-Gel Based Oxidation Catalyst And Coating System Using Same (Divisional of -1),Sol-Gel Based Oxidation Catalyst And Coating System Using Same (Divisional of -1),2029-01-01,2029
Hybrid composite cryogenic tank structure,Hybrid composite cryogenic tank structure,2029-01-01,2029
Light Collimator And Monitor,Light Collimator And Monitor,2029-01-01,2029
A Deconvolution Approach For The Mapping Of Acoustic Sources (DAMAS) Determined From Phased Microphone Arrays,A Deconvolution Approach For The Mapping Of Acoustic Sources (DAMAS) Determined From Phased Microphone Arrays,2029-01-01,2029
"Electrically Conductive, Optically Transparent Polymer/Carbon Nanotube Composites And Process For Preparation Thereof","Electrically Conductive, Optically Transparent Polymer/Carbon Nanotube Composites And Process For Preparation Thereof",2029-01-01,2029
"Device for Measuring the Thermal Conductivity of Small, Highly Insulating Materials","Device for Measuring the Thermal Conductivity of Small, Highly Insulating Materials",2029-01-01,2029
Effective Dispersion of Carbon Nanotubes in an Aqueous Solution and Their Application on Bionanotechnology,Effective Dispersion of Carbon Nanotubes in an Aqueous Solution and Their Application on Bionanotechnology,2029-01-01,2029
Multilayer Electroactive Polymer Composite Material (Continuation of LAR 17112-1),Multilayer Electroactive Polymer Composite Material (Continuation of LAR 17112-1),2029-01-01,2029
Wireless Tamper Detection Sensor Requiring No Electrical Connection,Wireless Tamper Detection Sensor Requiring No Electrical Connection,2029-01-01,2029
"A Method of Providing a Synthetic Vision System Flight Management Visualization Display for Aiding Pilot Preview, Rehearsal and/or Review and Real-Time Visual Acquisition of Flight Mission Progress","A Method of Providing a Synthetic Vision System Flight Management Visualization Display for Aiding Pilot Preview, Rehearsal and/or Review and Real-Time Visual Acquisition of Flight Mission Progress",2029-01-01,2029
"Multi-Channel Flow Plug with Eddy Current Minimization for Meeting, Mixing, and Conditioning","Multi-Channel Flow Plug with Eddy Current Minimization for Meeting, Mixing, and Conditioning",2029-01-01,2029
"Multi-Channel Flow Plug with Eddy Current Minimization for Metering, Mixing, and Conditioning","Multi-Channel Flow Plug with Eddy Current Minimization for Metering, Mixing, and Conditioning",2029-01-01,2029
Unbalanced Flow Distribution Mixer with Flow Metering Capability,Unbalanced Flow Distribution Mixer with Flow Metering Capability,2029-01-01,2029
Multi Layered or Mixed Element Aqueous Ionic Fluids As Fuel or Lubrication Friction Modifiers,Multi Layered or Mixed Element Aqueous Ionic Fluids As Fuel or Lubrication Friction Modifiers,2029-01-01,2029
Protective Safety Cover for Pool and Spa Drains,Protective Safety Cover for Pool and Spa Drains,2029-01-01,2029
Local Leak Detection and Health Monitoring of Pressurized Tanks in a Space Environment,Local Leak Detection and Health Monitoring of Pressurized Tanks in a Space Environment,2029-01-01,2029
System to estimate visual acuity from wavefront aberrations,System to estimate visual acuity from wavefront aberrations,2029-01-01,2029
Active Flow Effectors by Embedded Shape Memory Alloy Actuation,Active Flow Effectors by Embedded Shape Memory Alloy Actuation,2029-01-01,2029
Human Grasp Assist,Human Grasp Assist,2029-01-01,2029
METHOD AND APPARATUS FOR ELECTROMAGNETICALLY BRAKING A MOTOR,METHOD AND APPARATUS FOR ELECTROMAGNETICALLY BRAKING A MOTOR,2029-01-01,2029
SpaceCube Demonstration Platform,SpaceCube Demonstration Platform,2029-01-01,2029
Hollow AErothermal Ablation And Temperature (HEAT) Isotherm Sensor For Tracking Isotherm Through The TPS Material,Hollow AErothermal Ablation And Temperature (HEAT) Isotherm Sensor For Tracking Isotherm Through The TPS Material,2029-01-01,2029
High Precision Electric Gate (HPEG) for Time of Flight Mass Spectrometers,High Precision Electric Gate (HPEG) for Time of Flight Mass Spectrometers,2029-01-01,2029
Hybrid Architecture Active Wavefront Sensing and Control,Hybrid Architecture Active Wavefront Sensing and Control,2029-01-01,2029
Reprocessing Non-Oxide Optical Fiber Preforms Utilizing an Axial Magnetic Field,Reprocessing Non-Oxide Optical Fiber Preforms Utilizing an Axial Magnetic Field,2029-01-01,2029
Line Tunable Visible and Ultraviolet Laser,Line Tunable Visible and Ultraviolet Laser,2029-01-01,2029
Reconfigurable SEU/SET Tolerance for FPGAs,Reconfigurable SEU/SET Tolerance for FPGAs,2029-01-01,2029
Methodology for calculating fiber distribution during electrospinning,Methodology for calculating fiber distribution during electrospinning,2029-01-01,2029
Externally Triggered Microcapsules,Externally Triggered Microcapsules,2029-01-01,2029
Monolithic Afocal Telescope,Monolithic Afocal Telescope,2029-01-01,2029
Controlled Deposition And Alignment Of Carbon Nanotubes (Continuation of LAR 16499-1),Controlled Deposition And Alignment Of Carbon Nanotubes (Continuation of LAR 16499-1),2029-01-01,2029
Increased Efficiency Nonlinear Optical Interactions,Increased Efficiency Nonlinear Optical Interactions,2029-01-01,2029
Gas Sensors Based on Coated and Doped Carbon Nanotubes,Gas Sensors Based on Coated and Doped Carbon Nanotubes,2029-01-01,2029
Production of Functional Proteins: Balance of Shear Stress and Gravity,Production of Functional Proteins: Balance of Shear Stress and Gravity,2029-01-01,2029
Estimation of Growth Stage and Growth Rate for Algae,Estimation of Growth Stage and Growth Rate for Algae,2029-01-01,2029
Device for the Large-Scale synthesis of High-Quality Boron Nitride Nanotubes,Device for the Large-Scale synthesis of High-Quality Boron Nitride Nanotubes,2029-01-01,2029
Distributed transducer capable of generating or sensing a transverse point load,Distributed transducer capable of generating or sensing a transverse point load,2029-01-01,2029
A Method for Shape Determination of Multi-Core Optical Fiber,A Method for Shape Determination of Multi-Core Optical Fiber,2029-01-01,2029
Distributed Prognostics and Health Management with a Wireless Network Architecture,Distributed Prognostics and Health Management with a Wireless Network Architecture,2029-01-01,2029
Impact Detection System,Impact Detection System,2029-01-01,2029
Method For The Design And Analysis Of The Primary Load Bearing Layer That Interfaces To The Structural Pass-through Of An Inflatable Vessel,Method For The Design And Analysis Of The Primary Load Bearing Layer That Interfaces To The Structural Pass-through Of An Inflatable Vessel,2029-01-01,2029
A Capillary-based Static Phase Separator For Highly Variable Wetting Conditions,A Capillary-based Static Phase Separator For Highly Variable Wetting Conditions,2029-01-01,2029
Coated Or Doped Carbon Nanotube Network Sensors As Affected By Environmental Parameters And Elapsed Time,Coated Or Doped Carbon Nanotube Network Sensors As Affected By Environmental Parameters And Elapsed Time,2029-01-01,2029
Wireless Chemical Sensor Data Transmission System Based On Nanotechnology,Wireless Chemical Sensor Data Transmission System Based On Nanotechnology,2029-01-01,2029
Dispersive Filter For Enhancement Of Laser Gyroscopes,Dispersive Filter For Enhancement Of Laser Gyroscopes,2029-01-01,2029
"A Low Cost, Low Temperature Radiometer for Thermal Measurements.","A Low Cost, Low Temperature Radiometer for Thermal Measurements.",2029-01-01,2029
Sensor Complete Requirements Algorithm For Autonomous Mobility,Sensor Complete Requirements Algorithm For Autonomous Mobility,2029-01-01,2029
Passively Q-switched side pumped Monolithic Ring Laser,Passively Q-switched side pumped Monolithic Ring Laser,2029-01-01,2029
H2O-NaCl based radio frequency power load,H2O-NaCl based radio frequency power load,2029-01-01,2029
Jet Engine Nozzle Exit Configurations And Associated Systems And Methods,Jet Engine Nozzle Exit Configurations And Associated Systems And Methods,2029-01-01,2029
Space Link Extension Return Channel Frames (SLE-RCF) Service (User side) Software Library,Space Link Extension Return Channel Frames (SLE-RCF) Service (User side) Software Library,2029-01-01,2029
Spring Joint Package with Overstrain Sensor ( OS Sensor Joint ),Spring Joint Package with Overstrain Sensor ( OS Sensor Joint ),2029-01-01,2029
Integration Of A Turbo-Fan Engine Above An Aircraft's Wing Which Reduces Drag And Community Noise,Integration Of A Turbo-Fan Engine Above An Aircraft's Wing Which Reduces Drag And Community Noise,2029-01-01,2029
Compact planar microwave blocking filter,Compact planar microwave blocking filter,2029-01-01,2029
Auxiliary Electrode For Electrospinning Process,Auxiliary Electrode For Electrospinning Process,2029-01-01,2029
Resonant Difference-Frequency Atomic Force Ultrasonic Microscope,Resonant Difference-Frequency Atomic Force Ultrasonic Microscope,2029-01-01,2029
A Multi-Measurement Wheel Sensor,A Multi-Measurement Wheel Sensor,2029-01-01,2029
Micro Spectrometer for Parallel Light,Micro Spectrometer for Parallel Light,2029-01-01,2029
"Wholly Aromatic Liquid Crystalline Polyetherimide (LC-PEI) Resin for manufacturing high modulus fibers, films, injection molded articles and foams","Wholly Aromatic Liquid Crystalline Polyetherimide (LC-PEI) Resin for manufacturing high modulus fibers, films, injection molded articles and foams",2029-01-01,2029
Advanced High Performance Vertical Hybrid Electroactive Synthetic Jet Actuator (ASJA-V),Advanced High Performance Vertical Hybrid Electroactive Synthetic Jet Actuator (ASJA-V),2029-01-01,2029
"Thermoelectric material made with highly oriented twinned alloy of Si, Ge, C, and Sn on the basal plane of trigonal substrate and thermoelectric device made with the same material","Thermoelectric material made with highly oriented twinned alloy of Si, Ge, C, and Sn on the basal plane of trigonal substrate and thermoelectric device made with the same material",2029-01-01,2029
Boundary-Layer-Ingesting S-Duct Diffusing Inlet Flow Control Using Hybrid Vane/Jet Approach at Transonic Flow Conditions,Boundary-Layer-Ingesting S-Duct Diffusing Inlet Flow Control Using Hybrid Vane/Jet Approach at Transonic Flow Conditions,2029-01-01,2029
"Water Filtering Device, 100% Effective","Water Filtering Device, 100% Effective",2029-01-01,2029
A biologically-inspired method of improving system performance and survivability through self-sacrifice,A biologically-inspired method of improving system performance and survivability through self-sacrifice,2029-01-01,2029
Magnetic Field Response Sensor For Conductive Media,Magnetic Field Response Sensor For Conductive Media,2029-01-01,2029
Hilbert-Transform-Based Phase Referencing Algorithm for Wide-Field Imaging Interferometry.,Hilbert-Transform-Based Phase Referencing Algorithm for Wide-Field Imaging Interferometry.,2029-01-01,2029
Tunable Frequency-stabilized Laser via Offset Sideband Locking,Tunable Frequency-stabilized Laser via Offset Sideband Locking,2029-01-01,2029
Formulation for Emotion Embedding in Logic Systems (FEELS),Formulation for Emotion Embedding in Logic Systems (FEELS),2029-01-01,2029
"Small, High Field Superconducting Magnets","Small, High Field Superconducting Magnets",2029-01-01,2029
Flight Mirror Mount and Flight Mounting Procedure for an Ultra-Lightweight High-Precision Glass Mirror,Flight Mirror Mount and Flight Mounting Procedure for an Ultra-Lightweight High-Precision Glass Mirror,2029-01-01,2029
Low Frequency Wideband Step Frequency Inverse Synthetic Aperture Radar For 3-D Imaging of Interior of Near Earth Objects/Planetary Bodies,Low Frequency Wideband Step Frequency Inverse Synthetic Aperture Radar For 3-D Imaging of Interior of Near Earth Objects/Planetary Bodies,2029-01-01,2029
Discrete Fourier Transform (DFT) Analysis in a Complex Vector Space,Discrete Fourier Transform (DFT) Analysis in a Complex Vector Space,2029-01-01,2029
Optimal Padding for the Two-Dimensional Fast Fourier Transform,Optimal Padding for the Two-Dimensional Fast Fourier Transform,2029-01-01,2029
Radiation Shielding System Using A Composite Of Hydrogen-Rich Polymers Loaded With Carbon Nanotubes,Radiation Shielding System Using A Composite Of Hydrogen-Rich Polymers Loaded With Carbon Nanotubes,2029-01-01,2029
Adaptive Refinement Tools (ARTs) for Tetrahedral Unstructured Grids,Adaptive Refinement Tools (ARTs) for Tetrahedral Unstructured Grids,2029-01-01,2029
Sampling Theorem in Terms of the Bandwidth and Sampling Interval,Sampling Theorem in Terms of the Bandwidth and Sampling Interval,2029-01-01,2029
A 201Hg+ co-magnetometer for 199Hg+ trapped ion space atomic clocks,A 201Hg+ co-magnetometer for 199Hg+ trapped ion space atomic clocks,2030-01-01,2030
Enhanced Interference Cancellation and Telemetry Reception with a Single Parabolic Dish Antenna using a Focal Plane Array,Enhanced Interference Cancellation and Telemetry Reception with a Single Parabolic Dish Antenna using a Focal Plane Array,2030-01-01,2030
"A single-layer, all-metal patch antenna element with wide bandwidth","A single-layer, all-metal patch antenna element with wide bandwidth",2030-01-01,2030
Micro Robot Explorer (SpiderBot) Mesh Crawler,Micro Robot Explorer (SpiderBot) Mesh Crawler,2030-01-01,2030
The process of significant improving of optical quality factor of whispering gallery mode resonator.,The process of significant improving of optical quality factor of whispering gallery mode resonator.,2030-01-01,2030
Ultra-Wideband (UWB) Two-Cluster Angle Of Arrival (AOA) Passive Tracking System Design,Ultra-Wideband (UWB) Two-Cluster Angle Of Arrival (AOA) Passive Tracking System Design,2030-01-01,2030
Method to Improve Indium Bump Bonding Via Indium Oxide Removal Using a Two Step Plasma Process,Method to Improve Indium Bump Bonding Via Indium Oxide Removal Using a Two Step Plasma Process,2030-01-01,2030
A Description Of A Concentric Nested Torroidal Inflatable Habitat,A Description Of A Concentric Nested Torroidal Inflatable Habitat,2030-01-01,2030
Portable Runway Intersection Display And Monitoring System,Portable Runway Intersection Display And Monitoring System,2030-01-01,2030
Multi Layered or Mixed Element Aqueous Ionic Fluids As Fuel or Lubrication Friction Modifiers,Multi Layered or Mixed Element Aqueous Ionic Fluids As Fuel or Lubrication Friction Modifiers,2030-01-01,2030
A Planar Translation Device for Solar Sail Spacecraft Attitude Control and Maneuvering,A Planar Translation Device for Solar Sail Spacecraft Attitude Control and Maneuvering,2030-01-01,2030
Hermetic Seal Leak Detection Apparatus,Hermetic Seal Leak Detection Apparatus,2030-01-01,2030
Optimized Length-to-Diameter Ratio Flow Meter,Optimized Length-to-Diameter Ratio Flow Meter,2030-01-01,2030
Avionics/Electronics Box Rail Mount System,Avionics/Electronics Box Rail Mount System,2030-01-01,2030
"A Description Of An Improved Method For Folding, Assembling, And Weight Relief Of An Inflatable Shell","A Description Of An Improved Method For Folding, Assembling, And Weight Relief Of An Inflatable Shell",2030-01-01,2030
SCAPS(Single Coil Absolute Position Sensor) GAPSYN (Inductive Gap Sensor) Digital Signal Conditioning Electronics,SCAPS(Single Coil Absolute Position Sensor) GAPSYN (Inductive Gap Sensor) Digital Signal Conditioning Electronics,2030-01-01,2030
A Description Of An Octonode Connecting Node Concept And Method,A Description Of An Octonode Connecting Node Concept And Method,2030-01-01,2030
Methods For Growing Tissue-Like 3D Assemblies (TLA) Of Human Broncho-Epithelial Cells,Methods For Growing Tissue-Like 3D Assemblies (TLA) Of Human Broncho-Epithelial Cells,2030-01-01,2030
A Method to Measure and Estimate Normalized contrast In Infrared Flash Thermography,A Method to Measure and Estimate Normalized contrast In Infrared Flash Thermography,2030-01-01,2030
Battery cell voltage sensing and balancing using addressable transformers with electrical isolation and minimal additional connector pins and circuitry.,Battery cell voltage sensing and balancing using addressable transformers with electrical isolation and minimal additional connector pins and circuitry.,2030-01-01,2030
Sub-Pixel Spatial Resolution Interferometry With Interlaced Stitching,Sub-Pixel Spatial Resolution Interferometry With Interlaced Stitching,2030-01-01,2030
Grazing Incidence Optics for Neutron Analysis and Imaging,Grazing Incidence Optics for Neutron Analysis and Imaging,2030-01-01,2030
ELECTROCHEMICALLY-ENHANCED MECHANICAL POLISHING OF OPTICS,ELECTROCHEMICALLY-ENHANCED MECHANICAL POLISHING OF OPTICS,2030-01-01,2030
Gas Generator Augmented Expander Cycle Rocket Engine,Gas Generator Augmented Expander Cycle Rocket Engine,2030-01-01,2030
Method and Apparatus for Fabric Circuits and Antennas,Method and Apparatus for Fabric Circuits and Antennas,2030-01-01,2030
METHOD FOR MAKING A MICROPOROUS MEMBRANE,METHOD FOR MAKING A MICROPOROUS MEMBRANE,2030-01-01,2030
IN SITU HEALTH MONITORING OF PIEZOELECTRIC SENSORS,IN SITU HEALTH MONITORING OF PIEZOELECTRIC SENSORS,2030-01-01,2030
Flexible Thin Metal Film Thermal Sensing System (CIP of LAR 17346-1),Flexible Thin Metal Film Thermal Sensing System (CIP of LAR 17346-1),2030-01-01,2030
Micro Ring Grating Spectrometer with Moveable Aperture Slit,Micro Ring Grating Spectrometer with Moveable Aperture Slit,2030-01-01,2030
Cellular Reflectarray Antenna,Cellular Reflectarray Antenna,2030-01-01,2030
System for Repairing Cracks in Structures,System for Repairing Cracks in Structures,2030-01-01,2030
Multifunctional Boost Protective Cover (MBPC) For A Launch Abort System (LAS),Multifunctional Boost Protective Cover (MBPC) For A Launch Abort System (LAS),2030-01-01,2030
Space Radiation Detector with Spherical Geometry,Space Radiation Detector with Spherical Geometry,2030-01-01,2030
Forward Voltage Short Pulse (FVSP) Technique for Measuring High Power Laser Diode Array (LDA) Junction Temperature,Forward Voltage Short Pulse (FVSP) Technique for Measuring High Power Laser Diode Array (LDA) Junction Temperature,2030-01-01,2030
System for Repairing Cracks in Structures,System for Repairing Cracks in Structures,2030-01-01,2030
A Free-Jet Dual-Mode Combustor Concept for Wide Operating Range Ramjet Propulsion,A Free-Jet Dual-Mode Combustor Concept for Wide Operating Range Ramjet Propulsion,2030-01-01,2030
Selective Clay Placement Within A Silicate Clay-Epoxy Blend Nanocomposite,Selective Clay Placement Within A Silicate Clay-Epoxy Blend Nanocomposite,2030-01-01,2030
Frame-Transfer Gating (FTG) Raman Spectroscopy for Time-Resolved Multiscalar Combustion Diagnostics,Frame-Transfer Gating (FTG) Raman Spectroscopy for Time-Resolved Multiscalar Combustion Diagnostics,2030-01-01,2030
Aerodynamically Stabilized Instrument Platform for Kites and Tethered Blimps ( AeroPod ),Aerodynamically Stabilized Instrument Platform for Kites and Tethered Blimps ( AeroPod ),2030-01-01,2030
Process to Produce Iron Nanoparticles - Lunar Dust Simulant Composite,Process to Produce Iron Nanoparticles - Lunar Dust Simulant Composite,2030-01-01,2030
Ohmic Contact to N- and P-type Silicon Carbide,Ohmic Contact to N- and P-type Silicon Carbide,2030-01-01,2030
Thermomechanical Methodology for Stabilizing Shape Memory Alloy (SMA) Response,Thermomechanical Methodology for Stabilizing Shape Memory Alloy (SMA) Response,2030-01-01,2030
Optimal Tuner Selection For Kalman Filter-Based Aircraft Engine Performance Estimation,Optimal Tuner Selection For Kalman Filter-Based Aircraft Engine Performance Estimation,2030-01-01,2030
Inductive Power Device (IDP),Inductive Power Device (IDP),2030-01-01,2030
Low Conductance Silicon Micro-leak for Mass Spectrometer Inlet,Low Conductance Silicon Micro-leak for Mass Spectrometer Inlet,2030-01-01,2030
DIRECTED DESIGN OF EXPERIMENTS FOR VALIDATING PROBABILITY OF DETECTION CAPABILITY OF NDE SYSTEMS (DOEPOD),DIRECTED DESIGN OF EXPERIMENTS FOR VALIDATING PROBABILITY OF DETECTION CAPABILITY OF NDE SYSTEMS (DOEPOD),2030-01-01,2030
Development Of Eddy Current Techniques For The Detection Of Stress Corrosion Cracking In Space Shuttle Primary Reaction Control Thrusters,Development Of Eddy Current Techniques For The Detection Of Stress Corrosion Cracking In Space Shuttle Primary Reaction Control Thrusters,2030-01-01,2030
Open Circuit Damage Location Sensor Having No Electrical Connections,Open Circuit Damage Location Sensor Having No Electrical Connections,2030-01-01,2030
The Corner Cathode: Making Collimated Electron Beams with a Small Number of Electrodes,The Corner Cathode: Making Collimated Electron Beams with a Small Number of Electrodes,2030-01-01,2030
